epoch,loss,lr,mae,mse,val_loss,val_mae,val_mse
0,2.955141067504883,0.0002,2.9465417861938477,24.982646942138672,0.6985176801681519,0.6899239420890808,0.9668483138084412
1,0.9233377575874329,0.0002,0.9147496223449707,1.993025302886963,0.22278626263141632,0.21420416235923767,0.09362296760082245
2,0.4708560109138489,0.0002,0.4622795581817627,0.5030412077903748,0.22156882286071777,0.21299836039543152,0.08128359913825989
3,0.2760070562362671,0.0002,0.26744136214256287,0.15860389173030853,0.21878163516521454,0.21022117137908936,0.0769556388258934
4,0.19452114403247833,0.0002,0.18596519529819489,0.0723549872636795,0.17991751432418823,0.17136645317077637,0.04981645941734314
5,0.16031800210475922,0.0002,0.15177130699157715,0.04647165536880493,0.17274735867977142,0.1642053723335266,0.04544932022690773
6,0.14429229497909546,0.0002,0.13575446605682373,0.036511655896902084,0.164651557803154,0.15611818432807922,0.04071800410747528
7,0.13437530398368835,0.0002,0.1258457899093628,0.030952002853155136,0.16855303943157196,0.16002756357192993,0.04244649410247803
8,0.12724192440509796,0.0002,0.11872000247240067,0.027272261679172516,0.17560233175754547,0.16708418726921082,0.04601189121603966
9,0.12180811166763306,0.0002,0.11329329013824463,0.024590888991951942,0.15925677120685577,0.15074537694454193,0.03718717768788338
