epoch,loss,lr,mae,mse,val_loss,val_mae,val_mse
24,0.6074138879776001,0.0002,0.5972103476524353,0.6817997694015503,0.5935570001602173,0.5833597183227539,0.6620962619781494
25,0.6074156761169434,0.0002,0.5972245931625366,0.6823602318763733,0.6006958484649658,0.5905115604400635,0.6784971952438354
26,0.6071640253067017,0.0002,0.5969856977462769,0.6820098161697388,0.5976453423500061,0.5874742269515991,0.6724463105201721
27,0.6063116192817688,0.0002,0.5961464643478394,0.6802334785461426,0.590549111366272,0.5803903341293335,0.6596987843513489
28,0.6063832640647888,0.0002,0.5962307453155518,0.6805368661880493,0.5962070226669312,0.5860612392425537,0.6721833348274231
29,0.6052830815315247,0.0002,0.5951438546180725,0.6786112785339355,0.5988397598266602,0.5887072086334229,0.6753297448158264
30,0.6057519316673279,0.0002,0.5956257581710815,0.6800869703292847,0.5990818738937378,0.5889623761177063,0.6756839156150818
31,0.6052839159965515,0.0002,0.5951705574989319,0.6793747544288635,0.5942004919052124,0.5840941667556763,0.6641761064529419
32,0.6053539514541626,0.0002,0.5952540636062622,0.6787522435188293,0.590505838394165,0.5804129838943481,0.6614847779273987
33,0.6038818955421448,0.0002,0.5937950611114502,0.6768690347671509,0.5922993421554565,0.5822189450263977,0.6660305261611938
34,0.6033837795257568,0.0002,0.5933098793029785,0.6762773990631104,0.5959030389785767,0.5858358144760132,0.6678616404533386
35,0.6038569808006287,0.0002,0.5937958359718323,0.6774148344993591,0.5945948362350464,0.5845404863357544,0.6712729334831238
36,0.6030893325805664,0.0002,0.5930415987968445,0.676314651966095,0.5956815481185913,0.5856398940086365,0.6662636399269104
37,0.6032748222351074,0.0002,0.5932393670082092,0.6755893230438232,0.5967469811439514,0.5867182612419128,0.6710293292999268
38,0.602912187576294,1e-04,0.5928866863250732,0.6756827235221863,0.5968367457389832,0.586814820766449,0.671653151512146
39,0.6018384099006653,1e-04,0.5918197631835938,0.6749218702316284,0.5901334285736084,0.5801182389259338,0.6629102826118469
40,0.6014806628227234,1e-04,0.5914689302444458,0.673167884349823,0.5936819911003113,0.5836737155914307,0.6682539582252502
41,0.6018763184547424,1e-04,0.5918717384338379,0.6741957068443298,0.5917026400566101,0.5817019939422607,0.6633042097091675
42,0.601645290851593,1e-04,0.5916478633880615,0.6740684509277344,0.5890782475471497,0.5790843963623047,0.6573411226272583
43,0.6014208793640137,1e-04,0.5914306640625,0.6735336780548096,0.5904170870780945,0.5804301500320435,0.6605000495910645
44,0.6009077429771423,1e-04,0.5909245014190674,0.6726698875427246,0.5901968479156494,0.5802170634269714,0.6654398441314697
45,0.6006478071212769,1e-04,0.5906717777252197,0.6722550988197327,0.5907967686653137,0.5808245539665222,0.664385974407196
46,0.6011983752250671,1e-04,0.5912293791770935,0.6734380125999451,0.5896055698394775,0.5796403884887695,0.660973846912384
47,0.6010869145393372,1e-04,0.5911250710487366,0.6731561422348022,0.5907391905784607,0.5807812809944153,0.6609429121017456
48,0.6010897159576416,1e-04,0.5911352634429932,0.6742280125617981,0.5942415595054626,0.5842910408973694,0.6659253239631653
49,0.6007311344146729,1e-04,0.5907844305038452,0.6731544733047485,0.5948190093040466,0.5848760008811951,0.6690519452095032
50,0.6008575558662415,1e-04,0.590918242931366,0.6728061437606812,0.5918580293655396,0.5819225907325745,0.6642452478408813
51,0.6007532477378845,1e-04,0.5908214449882507,0.6734508872032166,0.5938151478767395,0.5838871002197266,0.6681900024414062
52,0.6006880402565002,1e-04,0.5907636880874634,0.6727194786071777,0.5899338722229004,0.5800135731697083,0.6626046895980835
53,0.5996636748313904,5e-05,0.589745283126831,0.6713430285453796,0.5904226303100586,0.5805062651634216,0.6626434922218323
54,0.5992633700370789,5e-05,0.5893488526344299,0.6705216765403748,0.5933154821395874,0.5834028720855713,0.6680902242660522
55,0.6000781655311584,5e-05,0.5901675224304199,0.672443151473999,0.5911186337471008,0.5812098979949951,0.6620063781738281
56,0.5989826321601868,5e-05,0.5890758633613586,0.6702101826667786,0.5893328189849854,0.5794281363487244,0.6608876585960388
57,0.5994210243225098,5e-05,0.5895184278488159,0.6715495586395264,0.5906645059585571,0.5807641744613647,0.6617521047592163
