epoch,loss,lr,mae,mse,val_loss,val_mae,val_mse
25,3.239398956298828,5e-06,3.2295877933502197,33.86491012573242,3.1999928951263428,3.1901845932006836,31.318538665771484
26,3.194719076156616,5e-06,3.1849148273468018,33.01852035522461,3.182858943939209,3.1730566024780273,30.670774459838867
27,3.159332752227783,5e-06,3.1495330333709717,32.27530288696289,3.119560480117798,3.1097638607025146,29.8813533782959
28,3.1410000324249268,5e-06,3.1312057971954346,31.660003662109375,3.1110846996307373,3.1012938022613525,29.49047088623047
29,3.0968668460845947,5e-06,3.087078809738159,30.89753532409668,3.062913417816162,3.053128242492676,28.685813903808594
30,3.0650811195373535,5e-06,3.055298089981079,30.20951271057129,3.105208158493042,3.095428943634033,28.610509872436523
31,3.0587785243988037,5e-06,3.049001932144165,29.756235122680664,3.0010790824890137,2.991305112838745,27.52711296081543
32,3.0157558917999268,5e-06,3.0059847831726074,29.027877807617188,2.973034143447876,2.963265895843506,27.013160705566406
33,2.981595516204834,5e-06,2.9718286991119385,28.302412033081055,2.953688144683838,2.943925142288208,26.42302131652832
34,2.9583194255828857,5e-06,2.9485597610473633,27.72943878173828,2.9213085174560547,2.911550998687744,25.86924934387207
35,2.9513330459594727,5e-06,2.941577911376953,27.269289016723633,2.9048216342926025,2.895069122314453,25.460174560546875
36,2.9040277004241943,5e-06,2.894278049468994,26.54918098449707,2.862125873565674,2.852379083633423,24.844863891601562
37,2.8690342903137207,5e-06,2.8592896461486816,25.955333709716797,2.843236207962036,2.8334944248199463,24.450958251953125
38,2.847447156906128,5e-06,2.8377082347869873,25.447555541992188,2.8157265186309814,2.805989980697632,23.946046829223633
39,2.821054697036743,5e-06,2.8113198280334473,24.906452178955078,2.814988136291504,2.8052568435668945,23.675416946411133
40,2.8032867908477783,5e-06,2.7935571670532227,24.4678897857666,2.7681756019592285,2.758448600769043,23.12395477294922
41,2.7680277824401855,5e-06,2.758303165435791,23.893484115600586,2.749363899230957,2.739642381668091,22.728984832763672
42,2.747981548309326,5e-06,2.7382616996765137,23.434024810791016,2.739790439605713,2.730073928833008,22.463102340698242
43,2.7886884212493896,5e-06,2.7789738178253174,23.469377517700195,2.705655813217163,2.69594407081604,21.9600830078125
44,2.7173967361450195,5e-06,2.707688093185425,22.65682601928711,2.6841537952423096,2.6744470596313477,21.639833450317383
45,2.680248975753784,5e-06,2.670544147491455,22.163972854614258,2.6620631217956543,2.6523609161376953,21.29146957397461
46,2.657040596008301,5e-06,2.6473398208618164,21.77357292175293,2.6403143405914307,2.6306161880493164,20.940818786621094
47,2.6461071968078613,5e-06,2.636411428451538,21.459341049194336,2.639540910720825,2.629847526550293,20.764251708984375
48,2.691190242767334,5e-06,2.681499481201172,21.516475677490234,2.624723434448242,2.615035057067871,20.506511688232422
49,2.6061367988586426,5e-06,2.5964505672454834,20.734413146972656,2.589663505554199,2.5799789428710938,20.03363609313965
50,2.588482141494751,5e-06,2.5788004398345947,20.385313034057617,2.5721914768218994,2.562511444091797,19.745590209960938
51,2.570483922958374,5e-06,2.560805320739746,20.06831169128418,2.609133243560791,2.599457025527954,19.804317474365234
52,2.559922456741333,5e-06,2.55024790763855,19.77409553527832,2.61460280418396,2.604931354522705,19.713411331176758
53,2.5261173248291016,5e-06,2.5164475440979004,19.395654678344727,2.5171566009521484,2.5074894428253174,18.953920364379883
54,2.510119676589966,5e-06,2.5004546642303467,19.098541259765625,2.5379321575164795,2.528268814086914,18.946496963500977
55,2.496061086654663,5e-06,2.4863991737365723,18.817779541015625,2.479454278945923,2.469794750213623,18.4539737701416
56,2.4799678325653076,5e-06,2.4703104496002197,18.559234619140625,2.4732916355133057,2.4636361598968506,18.29086685180664
57,2.454505681991577,5e-06,2.444852590560913,18.248876571655273,2.464508295059204,2.4548561573028564,18.050199508666992
58,2.4531266689300537,5e-06,2.4434773921966553,18.052001953125,2.4390757083892822,2.4294273853302,17.730188369750977
59,2.4224555492401123,5e-06,2.4128100872039795,17.732866287231445,2.445415496826172,2.4357709884643555,17.6720027923584
60,2.404940128326416,5e-06,2.3952977657318115,17.45902442932129,2.4095797538757324,2.39993953704834,17.377655029296875
61,2.418067693710327,5e-06,2.4084291458129883,17.374902725219727,2.385427713394165,2.375791072845459,17.11358642578125
62,2.370025157928467,5e-06,2.3603904247283936,16.97523307800293,2.392404794692993,2.3827717304229736,16.947887420654297
63,2.3600621223449707,5e-06,2.350430488586426,16.777667999267578,2.380535840988159,2.3709065914154053,16.86688232421875
64,2.356578826904297,5e-06,2.3469505310058594,16.631776809692383,2.343264579772949,2.3336381912231445,16.538198471069336
65,2.346644401550293,5e-06,2.337019205093384,16.429533004760742,2.3797240257263184,2.3701016902923584,16.53192710876465
66,2.330622673034668,5e-06,2.321002244949341,16.24860191345215,2.33913516998291,2.3295154571533203,16.313535690307617
67,2.3516690731048584,5e-06,2.3420512676239014,16.22425079345703,2.38199782371521,2.3723819255828857,16.48093605041504
68,2.322277784347534,5e-06,2.312664031982422,15.979105949401855,2.4279003143310547,2.418287754058838,16.467914581298828
69,2.3026678562164307,5e-06,2.2930567264556885,15.748129844665527,2.2803828716278076,2.270772933959961,15.661831855773926
70,2.2611467838287354,5e-06,2.2515382766723633,15.454795837402344,2.2750778198242188,2.2654709815979004,15.512564659118652
71,2.2883427143096924,5e-06,2.278737783432007,15.475785255432129,2.3571488857269287,2.3475451469421387,15.89913558959961
72,2.4636776447296143,5e-06,2.4540762901306152,16.7098331451416,2.3907439708709717,2.38114333152771,15.93078327178955
73,2.242699384689331,5e-06,2.233100175857544,15.041199684143066,2.251298427581787,2.2417008876800537,15.176892280578613
74,2.2391507625579834,5e-06,2.2295546531677246,14.923995971679688,2.226184606552124,2.2165896892547607,14.946734428405762
75,2.2009129524230957,5e-06,2.1913201808929443,14.645593643188477,2.2159018516540527,2.2063097953796387,14.851227760314941
76,2.2239911556243896,5e-06,2.2144007682800293,14.670180320739746,2.204232931137085,2.194643974304199,14.647171020507812
77,2.1856889724731445,5e-06,2.1761012077331543,14.391907691955566,2.2000913619995117,2.190505027770996,14.600008010864258
78,2.181002616882324,5e-06,2.171417236328125,14.276249885559082,2.18351674079895,2.173933506011963,14.41899299621582
79,2.1899325847625732,5e-06,2.1803507804870605,14.20893383026123,2.208188056945801,2.1986069679260254,14.448296546936035
80,2.1564271450042725,5e-06,2.146847724914551,13.986328125,2.176875114440918,2.167296886444092,14.165075302124023
81,2.155707597732544,5e-06,2.1461312770843506,13.899883270263672,2.169760227203369,2.160184860229492,14.049152374267578
82,2.135711669921875,5e-06,2.1261372566223145,13.714576721191406,2.1526267528533936,2.1430540084838867,13.892794609069824
83,2.140578031539917,5e-06,2.1310062408447266,13.643645286560059,2.2072765827178955,2.197706699371338,14.182245254516602
84,2.145940065383911,5e-06,2.13637113571167,13.584561347961426,2.201864719390869,2.1922967433929443,13.926886558532715
85,2.1068294048309326,5e-06,2.0972626209259033,13.338562965393066,2.1169283390045166,2.107362985610962,13.516297340393066
86,2.093269109725952,5e-06,2.0837059020996094,13.18783950805664,2.110121488571167,2.1005589962005615,13.401751518249512
87,2.0896239280700684,5e-06,2.0800626277923584,13.085362434387207,2.098961114883423,2.0894010066986084,13.298019409179688
88,2.0742814540863037,5e-06,2.0647225379943848,12.944926261901855,2.1191134452819824,2.109555959701538,13.289328575134277
89,2.0657846927642822,5e-06,2.0562283992767334,12.832344055175781,2.079296112060547,2.0697412490844727,13.037313461303711
90,2.056262969970703,5e-06,2.0467090606689453,12.709595680236816,2.1586384773254395,2.149085760116577,13.242643356323242
91,2.071598768234253,5e-06,2.062047004699707,12.653462409973145,2.0714359283447266,2.0618855953216553,12.79039478302002
92,2.040700674057007,5e-06,2.031151533126831,12.409149169921875,2.070284366607666,2.0607361793518066,12.712719917297363
93,2.0560715198516846,5e-06,2.0465245246887207,12.376633644104004,2.080646514892578,2.0711002349853516,12.696277618408203
94,2.0393359661102295,5e-06,2.0297913551330566,12.216010093688965,2.0391390323638916,2.0295956134796143,12.447347640991211
95,2.0079312324523926,5e-06,1.9983896017074585,12.003628730773926,2.0294382572174072,2.019896984100342,12.290882110595703
96,2.0206542015075684,5e-06,2.0111143589019775,11.983200073242188,2.2433018684387207,2.2337629795074463,13.507823944091797
97,2.023611545562744,5e-06,2.0140740871429443,11.952526092529297,2.0149662494659424,2.00542950630188,12.06202507019043
98,1.9776862859725952,5e-06,1.9681510925292969,11.642643928527832,1.9970930814743042,1.9875587224960327,11.918484687805176
99,1.9690282344818115,5e-06,1.9594944715499878,11.527347564697266,1.9979850053787231,1.988452672958374,11.850683212280273
100,1.998362421989441,5e-06,1.9888311624526978,11.591724395751953,2.0445308685302734,2.035000801086426,11.92496109008789
101,1.990045189857483,5e-06,1.980515956878662,11.447761535644531,2.0165774822235107,2.007049322128296,11.773643493652344
102,1.9711068868637085,5e-06,1.9615797996520996,11.312337875366211,2.170480966567993,2.1609551906585693,12.483720779418945
103,1.9796595573425293,5e-06,1.9701347351074219,11.302506446838379,1.9548797607421875,1.9453561305999756,11.397364616394043
104,1.924139380455017,5e-06,1.9146164655685425,10.98248291015625,1.957536220550537,1.9480150938034058,11.348868370056152
105,1.9149420261383057,5e-06,1.9054210186004639,10.869291305541992,1.9412295818328857,1.931710124015808,11.205142974853516
106,1.9181972742080688,5e-06,1.9086781740188599,10.808921813964844,1.948525309562683,1.9390078783035278,11.137847900390625
107,1.9208300113677979,5e-06,1.9113140106201172,10.718331336975098,1.9850682020187378,1.9755526781082153,11.154191017150879
108,1.9438388347625732,5e-06,1.934324860572815,10.726911544799805,1.930938720703125,1.921425223350525,10.880315780639648
109,1.893137812614441,5e-06,1.883625864982605,10.455574989318848,1.9369672536849976,1.9274556636810303,10.788846969604492
110,1.883630633354187,5e-06,1.8741205930709839,10.352609634399414,1.9112534523010254,1.90174400806427,10.68868637084961
111,1.869641900062561,5e-06,1.8601332902908325,10.231542587280273,1.9003350734710693,1.8908274173736572,10.549905776977539
112,1.8629727363586426,5e-06,1.8534657955169678,10.136058807373047,1.9108259677886963,1.901320457458496,10.505297660827637
113,1.8573365211486816,5e-06,1.8478323221206665,10.033961296081543,1.9104347229003906,1.9009312391281128,10.41201114654541
114,1.8616669178009033,5e-06,1.8521640300750732,9.97562313079834,1.8854702711105347,1.8759685754776,10.3006591796875
115,1.8551299571990967,5e-06,1.8456292152404785,9.90605354309082,1.8773655891418457,1.8678659200668335,10.160927772521973
116,1.8686476945877075,5e-06,1.8591488599777222,9.875894546508789,1.8752777576446533,1.8657798767089844,10.06446647644043
